group	ec_number	pathwayid	pathway_id	pathway_name
group B	4.4.1.13	p450	450	Selenoamino acid metabolism
group B	4.4.1.14	p270	270	Cysteine and methionine metabolism
group B	4.4.1.15	p270	270	Cysteine and methionine metabolism
group B	4.4.1.15	p470	470	D-Amino acid metabolism
group B	4.4.1.16	p450	450	Selenoamino acid metabolism
group B	4.4.1.17	p860	860	Porphyrin and chlorophyll metabolism
group B	4.4.1.19	p680	680	Methane metabolism
group B	4.4.1.2	p920	920	Sulfur metabolism
group B	4.4.1.20	p590	590	Arachidonic acid metabolism
group B	4.4.1.21	p270	270	Cysteine and methionine metabolism
group B	4.4.1.22	p680	680	Methane metabolism
group B	4.4.1.23	p625	625	Tetrachloroethene degradation
group B	4.4.1.24	p270	270	Cysteine and methionine metabolism
group B	4.4.1.25	p270	270	Cysteine and methionine metabolism
group B	4.4.1.26	p999	999	Biosynthesis of various plant secondary metabolites
group B	4.4.1.28	p270	270	Cysteine and methionine metabolism
group B	4.4.1.3	p920	920	Sulfur metabolism
group B	4.4.1.35	p270	270	Cysteine and methionine metabolism
group B	4.4.1.36	p340	340	Histidine metabolism
group B	4.4.1.38	p430	430	Taurine and hypotaurine metabolism
group B	4.4.1.5	p620	620	Pyruvate metabolism
group B	4.4.1.8	p270	270	Cysteine and methionine metabolism
group B	4.4.1.8	p450	450	Selenoamino acid metabolism
group B	4.4.1.8	p920	920	Sulfur metabolism
group B	4.4.1.9	p460	460	Cyanoamino acid metabolism
group B	4.5.1.-	p361	361	gamma-Hexachlorocyclohexane degradation
group B	4.5.1.-	p621	621	Dioxin degradation
group B	4.5.1.1	p621	621	Dioxin degradation
group B	4.5.1.3	p625	625	Tetrachloroethene degradation
group B	4.6.1.1	p230	230	Purine metabolism
group B	4.6.1.12	p900	900	Terpenoid backbone biosynthesis
group B	4.6.1.13	p562	562	Inositol phosphate metabolism
group B	4.6.1.17	p790	790	Folate biosynthesis
group B	4.6.1.2	p230	230	Purine metabolism
group B	4.7.1.1	p440	440	Phosphonate and phosphinate metabolism
group B	4.8.1.3	p380	380	Tryptophan metabolism
group B	4.8.1.4	p460	460	Cyanoamino acid metabolism
group B	4.8.1.4	p643	643	Styrene degradation
group B	4.98.1.1	p860	860	Porphyrin and chlorophyll metabolism
group B	4.99.1.-	p440	440	Phosphonate and phosphinate metabolism
group B	4.99.1.1	p860	860	Porphyrin and chlorophyll metabolism
group B	4.99.1.10	p860	860	Porphyrin and chlorophyll metabolism
group B	4.99.1.11	p860	860	Porphyrin and chlorophyll metabolism
group B	4.99.1.3	p860	860	Porphyrin and chlorophyll metabolism
group B	4.99.1.4	p860	860	Porphyrin and chlorophyll metabolism
group B	4.99.1.6	p380	380	Tryptophan metabolism
group B	4.99.1.7	p460	460	Cyanoamino acid metabolism
group B	4.99.1.7	p643	643	Styrene degradation
group B	4.99.1.9	p860	860	Porphyrin and chlorophyll metabolism
group B	5.-.-.-	p40	40	Pentose and glucuronate interconversions
group B	5.-.-.-	p100	100	Steroid biosynthesis
group B	5.1.-.-	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.-.-	p960	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
group B	5.1.1.1	p470	470	D-Amino acid metabolism
group B	5.1.1.1	p473	473	D-Alanine metabolism
group B	5.1.1.10	p260	260	"Glycine, serine and threonine metabolism"
group B	5.1.1.10	p270	270	Cysteine and methionine metabolism
group B	5.1.1.10	p310	310	Lysine degradation
group B	5.1.1.10	p470	470	D-Amino acid metabolism
group B	5.1.1.11	p360	360	Phenylalanine metabolism
group B	5.1.1.11	p470	470	D-Amino acid metabolism
group B	5.1.1.12	p470	470	D-Amino acid metabolism
group B	5.1.1.12	p472	472	D-Arginine and D-ornithine metabolism
group B	5.1.1.12	p997	997	Biosynthesis of various other secondary metabolites
group B	5.1.1.13	p250	250	"Alanine, aspartate and glutamate metabolism"
group B	5.1.1.13	p470	470	D-Amino acid metabolism
group B	5.1.1.14	p261	261	Monobactam biosynthesis
group B	5.1.1.17	p311	311	Penicillin and cephalosporin biosynthesis
group B	5.1.1.18	p260	260	"Glycine, serine and threonine metabolism"
group B	5.1.1.18	p470	470	D-Amino acid metabolism
group B	5.1.1.19	p998	998	Biosynthesis of various antibiotics
group B	5.1.1.2	p470	470	D-Amino acid metabolism
group B	5.1.1.23	p550	550	Peptidoglycan biosynthesis
group B	5.1.1.24	p470	470	D-Amino acid metabolism
group B	5.1.1.3	p470	470	D-Amino acid metabolism
group B	5.1.1.3	p471	471	D-Glutamine and D-glutamate metabolism
group B	5.1.1.4	p330	330	Arginine and proline metabolism
group B	5.1.1.4	p470	470	D-Amino acid metabolism
group B	5.1.1.5	p310	310	Lysine degradation
group B	5.1.1.5	p470	470	D-Amino acid metabolism
group B	5.1.1.6	p470	470	D-Amino acid metabolism
group B	5.1.1.7	p300	300	Lysine biosynthesis
group B	5.1.1.7	p470	470	D-Amino acid metabolism
group B	5.1.1.8	p330	330	Arginine and proline metabolism
group B	5.1.1.8	p470	470	D-Amino acid metabolism
group B	5.1.1.9	p310	310	Lysine degradation
group B	5.1.1.9	p470	470	D-Amino acid metabolism
group B	5.1.1.9	p472	472	D-Arginine and D-ornithine metabolism
group B	5.1.2.-	p624	624	1- and 2-Methylnaphthalene degradation
group B	5.1.2.1	p620	620	Pyruvate metabolism
group B	5.1.2.2	p627	627	"1,4-Dichlorobenzene degradation"
group B	5.1.2.3	p71	71	Fatty acid metabolism
group B	5.1.2.3	p650	650	Butanoate metabolism
group B	5.1.2.4	p650	650	Butanoate metabolism
group B	5.1.2.5	p630	630	Glyoxylate and dicarboxylate metabolism
group B	5.1.2.7	p40	40	Pentose and glucuronate interconversions
group B	5.1.3.-	p51	51	Fructose and mannose metabolism
group B	5.1.3.-	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.1	p30	30	Pentose phosphate pathway
group B	5.1.3.1	p40	40	Pentose and glucuronate interconversions
group B	5.1.3.1	p710	710	Carbon fixation in photosynthetic organisms
group B	5.1.3.10	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.10	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.12	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.13	p521	521	Streptomycin biosynthesis
group B	5.1.3.13	p523	523	Polyketide sugar unit biosynthesis
group B	5.1.3.13	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.14	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.14	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.15	p10	10	Glycolysis / Gluconeogenesis
group B	5.1.3.17	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group B	5.1.3.18	p53	53	Ascorbate and aldarate metabolism
group B	5.1.3.18	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.19	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group B	5.1.3.2	p52	52	Galactose metabolism
group B	5.1.3.2	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.2	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.20	p540	540	Lipopolysaccharide biosynthesis
group B	5.1.3.22	p40	40	Pentose and glucuronate interconversions
group B	5.1.3.22	p53	53	Ascorbate and aldarate metabolism
group B	5.1.3.23	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.23	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.25	p523	523	Polyketide sugar unit biosynthesis
group B	5.1.3.27	p523	523	Polyketide sugar unit biosynthesis
group B	5.1.3.28	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.3	p10	10	Glycolysis / Gluconeogenesis
group B	5.1.3.3	p52	52	Galactose metabolism
group B	5.1.3.33	p525	525	Acarbose and validamycin biosynthesis
group B	5.1.3.34	p561	561	Glycerolipid metabolism
group B	5.1.3.35	p525	525	Acarbose and validamycin biosynthesis
group B	5.1.3.37	p51	51	Fructose and mannose metabolism
group B	5.1.3.4	p40	40	Pentose and glucuronate interconversions
group B	5.1.3.4	p53	53	Ascorbate and aldarate metabolism
group B	5.1.3.40	p52	52	Galactose metabolism
group B	5.1.3.42	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.5	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.6	p53	53	Ascorbate and aldarate metabolism
group B	5.1.3.6	p500	500	Starch and sucrose metabolism
group B	5.1.3.6	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.6	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.7	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.7	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.1.3.8	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.3.9	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.1.99.1	p280	280	"Valine, leucine and isoleucine degradation"
group B	5.1.99.1	p630	630	Glyoxylate and dicarboxylate metabolism
group B	5.1.99.1	p640	640	Propanoate metabolism
group B	5.1.99.1	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	5.1.99.3	p230	230	Purine metabolism
group B	5.1.99.4	p120	120	Primary bile acid biosynthesis
group B	5.1.99.7	p790	790	Folate biosynthesis
group B	5.1.99.8	p790	790	Folate biosynthesis
group B	5.2.1.-	p281	281	Geraniol degradation
group B	5.2.1.-	p940	940	Phenylpropanoid biosynthesis
group B	5.2.1.1	p650	650	Butanoate metabolism
group B	5.2.1.1	p760	760	Nicotinate and nicotinamide metabolism
group B	5.2.1.10	p361	361	gamma-Hexachlorocyclohexane degradation
group B	5.2.1.12	p906	906	Carotenoid biosynthesis
group B	5.2.1.13	p906	906	Carotenoid biosynthesis
group B	5.2.1.14	p906	906	Carotenoid biosynthesis
group B	5.2.1.2	p350	350	Tyrosine metabolism
group B	5.2.1.2	p643	643	Styrene degradation
group B	5.2.1.4	p350	350	Tyrosine metabolism
group B	5.2.1.5	p591	591	Linoleic acid metabolism
group B	5.2.1.9	p909	909	Sesquiterpenoid biosynthesis
group B	5.3.1.-	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.-	p52	52	Galactose metabolism
group B	5.3.1.-	p562	562	Inositol phosphate metabolism
group B	5.3.1.-	p1051	1051	Biosynthesis of ansamycins
group B	5.3.1.1	p10	10	Glycolysis / Gluconeogenesis
group B	5.3.1.1	p51	51	Fructose and mannose metabolism
group B	5.3.1.1	p562	562	Inositol phosphate metabolism
group B	5.3.1.1	p710	710	Carbon fixation in photosynthetic organisms
group B	5.3.1.12	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.13	p540	540	Lipopolysaccharide biosynthesis
group B	5.3.1.14	p51	51	Fructose and mannose metabolism
group B	5.3.1.15	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.16	p340	340	Histidine metabolism
group B	5.3.1.17	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.22	p630	630	Glyoxylate and dicarboxylate metabolism
group B	5.3.1.23	p270	270	Cysteine and methionine metabolism
group B	5.3.1.24	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	5.3.1.25	p51	51	Fructose and mannose metabolism
group B	5.3.1.26	p52	52	Galactose metabolism
group B	5.3.1.27	p30	30	Pentose phosphate pathway
group B	5.3.1.27	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.27	p680	680	Methane metabolism
group B	5.3.1.28	p540	540	Lipopolysaccharide biosynthesis
group B	5.3.1.3	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.30	p562	562	Inositol phosphate metabolism
group B	5.3.1.4	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.5	p40	40	Pentose and glucuronate interconversions
group B	5.3.1.5	p51	51	Fructose and mannose metabolism
group B	5.3.1.6	p30	30	Pentose phosphate pathway
group B	5.3.1.6	p51	51	Fructose and mannose metabolism
group B	5.3.1.6	p710	710	Carbon fixation in photosynthetic organisms
group B	5.3.1.7	p51	51	Fructose and mannose metabolism
group B	5.3.1.8	p51	51	Fructose and mannose metabolism
group B	5.3.1.8	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.3.1.8	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.3.1.9	p10	10	Glycolysis / Gluconeogenesis
group B	5.3.1.9	p30	30	Pentose phosphate pathway
group B	5.3.1.9	p500	500	Starch and sucrose metabolism
group B	5.3.1.9	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.3.2.-	p362	362	Benzoate degradation via hydroxylation
group B	5.3.2.-	p621	621	Dioxin degradation
group B	5.3.2.-	p622	622	Toluene and xylene degradation
group B	5.3.2.1	p350	350	Tyrosine metabolism
group B	5.3.2.1	p360	360	Phenylalanine metabolism
group B	5.3.2.3	p523	523	Polyketide sugar unit biosynthesis
group B	5.3.2.3	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.3.2.4	p523	523	Polyketide sugar unit biosynthesis
group B	5.3.2.4	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.3.2.5	p270	270	Cysteine and methionine metabolism
group B	5.3.2.6	p362	362	Benzoate degradation via hydroxylation
group B	5.3.2.6	p621	621	Dioxin degradation
group B	5.3.2.6	p622	622	Toluene and xylene degradation
group B	5.3.2.8	p362	362	Benzoate degradation via hydroxylation
group B	5.3.3.-	p350	350	Tyrosine metabolism
group B	5.3.3.-	p592	592	alpha-Linolenic acid metabolism
group B	5.3.3.1	p140	140	C21-Steroid hormone metabolism
group B	5.3.3.1	p984	984	Steroid degradation
group B	5.3.3.10	p350	350	Tyrosine metabolism
group B	5.3.3.12	p350	350	Tyrosine metabolism
group B	5.3.3.14	p61	61	Fatty acid biosynthesis
group B	5.3.3.17	p405	405	Phenazine biosynthesis
group B	5.3.3.18	p360	360	Phenylalanine metabolism
group B	5.3.3.19	p998	998	Biosynthesis of various antibiotics
group B	5.3.3.2	p900	900	Terpenoid backbone biosynthesis
group B	5.3.3.23	p270	270	Cysteine and methionine metabolism
group B	5.3.3.3	p650	650	Butanoate metabolism
group B	5.3.3.3	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	5.3.3.4	p362	362	Benzoate degradation via hydroxylation
group B	5.3.3.5	p100	100	Steroid biosynthesis
group B	5.3.3.6	p760	760	Nicotinate and nicotinamide metabolism
group B	5.3.3.7	p660	660	C5-Branched dibasic acid metabolism
group B	5.3.3.8	p71	71	Fatty acid metabolism
group B	5.3.99.-	p562	562	Inositol phosphate metabolism
group B	5.3.99.-	p626	626	Naphthalene and anthracene degradation
group B	5.3.99.10	p730	730	Thiamine metabolism
group B	5.3.99.11	p562	562	Inositol phosphate metabolism
group B	5.3.99.2	p590	590	Arachidonic acid metabolism
group B	5.3.99.3	p590	590	Arachidonic acid metabolism
group B	5.3.99.4	p590	590	Arachidonic acid metabolism
group B	5.3.99.5	p590	590	Arachidonic acid metabolism
group B	5.3.99.6	p592	592	alpha-Linolenic acid metabolism
group B	5.3.99.7	p643	643	Styrene degradation
group B	5.3.99.8	p906	906	Carotenoid biosynthesis
group B	5.3.99.9	p906	906	Carotenoid biosynthesis
group B	5.4.1.2	p860	860	Porphyrin and chlorophyll metabolism
group B	5.4.1.3	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	5.4.1.4	p53	53	Ascorbate and aldarate metabolism
group B	5.4.2.1	p10	10	Glycolysis / Gluconeogenesis
group B	5.4.2.1	p260	260	"Glycine, serine and threonine metabolism"
group B	5.4.2.1	p680	680	Methane metabolism
group B	5.4.2.10	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.2.11	p10	10	Glycolysis / Gluconeogenesis
group B	5.4.2.11	p260	260	"Glycine, serine and threonine metabolism"
group B	5.4.2.11	p680	680	Methane metabolism
group B	5.4.2.12	p10	10	Glycolysis / Gluconeogenesis
group B	5.4.2.12	p260	260	"Glycine, serine and threonine metabolism"
group B	5.4.2.12	p680	680	Methane metabolism
group B	5.4.2.13	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.2.2	p10	10	Glycolysis / Gluconeogenesis
group B	5.4.2.2	p30	30	Pentose phosphate pathway
group B	5.4.2.2	p52	52	Galactose metabolism
group B	5.4.2.2	p230	230	Purine metabolism
group B	5.4.2.2	p500	500	Starch and sucrose metabolism
group B	5.4.2.2	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.2.2	p521	521	Streptomycin biosynthesis
group B	5.4.2.3	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.2.4	p10	10	Glycolysis / Gluconeogenesis
group B	5.4.2.5	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.2.6	p500	500	Starch and sucrose metabolism
group B	5.4.2.7	p30	30	Pentose phosphate pathway
group B	5.4.2.7	p230	230	Purine metabolism
group B	5.4.2.8	p51	51	Fructose and mannose metabolism
group B	5.4.2.8	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.2.8	p541	541	O-Antigen nucleotide sugar biosynthesis
group B	5.4.2.9	p440	440	Phosphonate and phosphinate metabolism
group B	5.4.2.9	p998	998	Biosynthesis of various antibiotics
group B	5.4.3.2	p310	310	Lysine degradation
group B	5.4.3.3	p310	310	Lysine degradation
group B	5.4.3.3	p470	470	D-Amino acid metabolism
group B	5.4.3.4	p310	310	Lysine degradation
group B	5.4.3.5	p470	470	D-Amino acid metabolism
group B	5.4.3.6	p350	350	Tyrosine metabolism
group B	5.4.3.6	p1059	1059	Biosynthesis of enediyne antibiotics
group B	5.4.3.7	p280	280	"Valine, leucine and isoleucine degradation"
group B	5.4.3.8	p860	860	Porphyrin and chlorophyll metabolism
group B	5.4.4.-	p590	590	Arachidonic acid metabolism
group B	5.4.4.-	p966	966	Glucosinolate biosynthesis
group B	5.4.4.1	p627	627	"1,4-Dichlorobenzene degradation"
group B	5.4.4.2	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group B	5.4.4.2	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group B	5.4.4.3	p627	627	"1,4-Dichlorobenzene degradation"
group B	5.4.4.4	p902	902	Monoterpenoid biosynthesis
group B	5.4.4.5	p591	591	Linoleic acid metabolism
group B	5.4.4.6	p591	591	Linoleic acid metabolism
group B	5.4.99.-	p627	627	"1,4-Dichlorobenzene degradation"
group B	5.4.99.1	p630	630	Glyoxylate and dicarboxylate metabolism
group B	5.4.99.1	p660	660	C5-Branched dibasic acid metabolism
group B	5.4.99.14	p623	623	"2,4-Dichlorobenzoate degradation"
group B	5.4.99.15	p500	500	Starch and sucrose metabolism
group B	5.4.99.16	p500	500	Starch and sucrose metabolism
group B	5.4.99.17	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.18	p230	230	Purine metabolism
group B	5.4.99.2	p280	280	"Valine, leucine and isoleucine degradation"
group B	5.4.99.2	p630	630	Glyoxylate and dicarboxylate metabolism
group B	5.4.99.2	p640	640	Propanoate metabolism
group B	5.4.99.2	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	5.4.99.3	p290	290	"Valine, leucine and isoleucine biosynthesis"
group B	5.4.99.30	p520	520	Amino sugar and nucleotide sugar metabolism
group B	5.4.99.31	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.32	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.33	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.33	p996	996	Biosynthesis of various alkaloids
group B	5.4.99.34	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.35	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.36	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.37	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.38	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.39	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.4	p760	760	Nicotinate and nicotinamide metabolism
group B	5.4.99.40	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.41	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.47	p909	909	Sesquiterpenoid biosynthesis
group B	5.4.99.48	p909	909	Sesquiterpenoid biosynthesis
